 11  862.482525 4.780E-26 3.640E-04.07410.315 1474.98080.66-.006790          0 1 0          0 0 0  8  0  8        9  5  5      574426307260713049    17.0   19.0
 11  862.600423 3.214E-30 1.336E-04.08950.412 3381.70430.710.005920          0 0 1          0 2 0  5  3  3        4  1  4      534233807294713152    33.0   27.0
 11  862.680190 5.604E-27 2.548E-04.08430.371 2042.75340.710.003860          0 1 0          0 1 0  7  6  1        6  1  6      534426807294713152    45.0   39.0
 11  863.016176 3.003E-29 4.530E-01.04040.183 4606.16780.430.007490          0 1 0          0 0 0 17  4 14       18  5 13      474233807260713049    35.0   37.0
 11  863.207346 1.291E-30 8.754E-05.08360.412 3482.06460.680.001360          0 0 1          0 2 0  5  4  2        4  2  3      534233807294713152    33.0   27.0
 11  863.790801 3.377E-30 2.850E-06.06280.281 2522.26160.67-.004960          0 1 0          0 0 0 12  1 11       11  8  4      574233807260713049    25.0   23.0
 11  864.047741 4.337E-29 1.354E+01.02650.195 5466.40250.240.009050          0 1 0          0 1 0 18  6 13       17  3 14      434233807294713152   111.0  105.0
 11  864.447487 2.319E-30 2.698E-04.08920.391 3626.92230.73-.001890          0 0 1          0 2 0  6  4  2        5  2  3      534233807294713152    39.0   33.0
 11  864.623182 7.415E-30 1.498E+01.03370.183 5861.23870.36-.007100          0 1 0          0 1 0 19  5 14       18  4 15      434233807294713152   117.0  111.0
 11  864.959102 3.952E-24 1.567E-01.05040.260 1875.46180.54-.006850          0 0 0          0 0 0 11  9  3       10  6  4      566621307267 13049    23.0   21.0
 11  865.139052 5.156E-27 5.195E-03.05570.281 2522.26160.570.008770          0 1 0          0 0 0 10  5  5       11  8  4      574426807260713049    21.0   23.0
 11  865.233852 5.726E-27 7.490E-06.07940.315 1360.23530.75-.002600          0 0 0          0 0 0  9  9  0        9  4  5      534426807260713049    57.0   57.0
 11  865.447946 1.187E-23 1.567E-01.04840.262 1874.97300.53-.006360          0 0 0          0 0 0 11  9  2       10  6  5      566521307267 13049    69.0   63.0
 11  865.686481 2.762E-25 8.468E+00.01730.195 3567.17340.140.004950          0 0 0          0 0 0 18  5 14       17  2 15      464421807267713049   111.0  105.0
 11  865.799843 4.499E-30 2.075E-03.08220.371 3713.08240.700.005290          0 2 0          0 2 0  7  6  2        6  1  5      434233807294713152    15.0   13.0
 11  866.171726 1.381E-29 1.226E+01.03580.195 5680.54990.350.015980          0 1 0          0 1 0 18  7 12       17  4 13      434233807294713152   111.0  105.0
 11  866.282904 3.174E-28 6.849E-04.06480.298 2904.42840.640.005520          0 1 0          0 1 0 10  7  4       10  2  9      534223807294713152    63.0   63.0
 11  867.195831 6.119E-27 3.194E-01.02710.208 3639.53800.24-.008750          0 1 0          0 0 0 15  2 13       16  5 12      574426807260713049    93.0   99.0
 11  867.453159 1.093E-30 2.396E-03.08930.391 4153.93810.72-.012430          0 3 0          1 0 0  4  2  3        5  3  2      434243807294713152    27.0   33.0
 11  868.296827 1.548E-28 3.855E-01.03030.195 4221.03940.29-.013910          0 1 0          0 0 0 16  3 13       17  6 12      474233807260713049    33.0   35.0
 11  868.832848 1.975E-30 1.029E-09.08370.315  920.21000.730.001430          0 0 0          0 0 0  8  8  0        9  1  9      532230807260713049    17.0   19.0
 11  870.751638 4.265E-29 2.667E-01.04260.195 4409.34450.43-.020080          0 1 0          0 0 0 16  4 12       17  7 11      474233807260713049    33.0   35.0
 11  870.881978 1.841E-30 6.460E-01.04320.265 5389.55220.41-.009360          0 3 0          0 2 0 11  1 10       12  4  9      434233807294713152    69.0   75.0
 11  870.982493 7.020E-26 2.276E-02.07010.315 2512.28290.650.007340          0 1 0          0 1 0 10  5  6        9  0  9      564426307294713152    63.0   57.0
 11  871.252628 1.778E-23 1.770E-02.06750.308 1114.53230.630.007950          0 0 0          0 0 0 11  5  7       10  0 10      566721307267 13049    23.0   21.0
 11  871.511269 1.058E-30 1.310E-02.05840.333 4387.35720.48-.014650          0 3 0          1 0 0  7  1  7        8  0  8      434223807294713152    15.0   17.0
 11  871.578031 2.564E-30 7.123E-04.04430.195 4017.90950.540.000750          0 1 0          0 0 0 18  1 18       17  4 13      474233807260713049   111.0  105.0
 11  871.712736 3.537E-30 2.038E-04.09130.391 3478.98660.720.002180          0 0 1          0 2 0  6  2  4        5  0  5      534233807294713152    39.0   33.0
 11  871.937003 1.415E-28 2.543E-02.05930.298 3565.00350.57-.008840          0 2 0          0 1 0  9  3  7       10  6  4      534233807294713152    19.0   21.0
 11  872.388163 1.169E-29 4.289E-01.05120.281 4905.65350.480.000540          0 3 0          0 2 0 10  1 10       11  2  9      434233807294713152    63.0   69.0
 11  872.389384 2.428E-30 4.382E-10.06860.333  744.06370.620.000000          0 0 0          0 0 0 10  4  6        8  0  8     q5422308079917122 0    21.0   17.0
 11  872.970251 6.639E-27 1.284E+01.02270.183 4201.25100.180.007430          0 0 0          0 0 0 19  6 14       18  3 15      434426807260713049    39.0   37.0
 11  872.991843 9.633E-27 1.107E+00.04610.265 3770.87890.450.009500          0 1 0          0 1 0 13  7  6       12  4  9      434426807294713152    81.0   75.0
 11  873.314340 1.168E-29 2.923E-01.05880.315 4600.49730.57-.001710          0 2 0          0 2 0 10  7  3        9  4  6      434233807294713152    21.0   19.0
 11  874.294479 1.267E-26 1.850E-02.04700.265 2613.10480.46-.007110          0 1 0          0 0 0 11  4  8       12  7  5      574426307260713049    23.0   25.0
 11  874.363428 9.421E-30 9.477E-01.05690.281 4922.08970.550.014370          0 2 0          0 2 0 12  6  6       11  3  9      434233807294713152    25.0   23.0
 11  874.934612 7.772E-28 1.080E+01.04430.183 4606.16780.450.019150          0 0 0          0 0 0 19  8 12       18  5 13      434223807260713049    39.0   37.0
 11  875.654635 2.122E-27 2.130E-04.05080.315 2225.46920.610.004440          0 1 0          0 0 0  8  6  3        9  9  0      574426807260713049    51.0   57.0
 11  875.673189 7.075E-28 2.130E-04.05090.315 2225.46910.620.004500          0 1 0          0 0 0  8  6  2        9  9  1      574223807260713049    17.0   19.0
 11  875.952651 1.670E-25 4.443E-04.06300.265 1557.84770.640.007630          0 0 0          0 0 0 12  6  7       12  1 12      564426307260713049    75.0   75.0
 11  876.010855 7.939E-29 3.530E-04.08240.352 2724.04150.69-.005420          0 2 0          0 1 0  6  0  6        7  5  3      534233807294713152    13.0   15.0
 11  876.625089 5.428E-26 4.187E-02.06520.315 2688.07990.620.009510          0 1 0          0 1 0 10  6  5        9  1  8      564426307294713152    63.0   57.0
 11  877.018001 6.135E-30 5.097E-01.07540.298 4864.37330.71-.004510          0 2 0          0 2 0 11  7  5       10  4  6      434233807294713152    23.0   21.0
 11  877.057680 3.898E-30 1.216E-03.07620.352 3879.33630.660.012320          1 0 0          0 2 0  8  4  5        7  1  6      534233807294713152    51.0   45.0
 11  877.313280 3.880E-27 2.220E-01.04190.265 3592.42390.40-.004180          0 2 0          0 1 0 11  0 11       12  3 10      534426807294713152    69.0   75.0
 11  877.637513 2.498E-30 1.268E-04.04770.221 3629.09630.53-.017860          0 1 0          0 0 0 15  2 13       15  7  8      574233807260713049    93.0   93.0
 11  877.770726 3.809E-28 5.737E-07.08930.371 1045.05830.73-.004190          0 1 0          0 0 0  5  1  5        6  6  0      574223807260713049    11.0   13.0
 11  878.535139 9.968E-24 2.607E-02.07600.281 1327.11760.680.012290          0 0 0          0 0 0 12  4  8       11  1 11      566420307274713029    25.0   23.0
 11  878.539561 1.103E-24 1.133E+00.04080.250 2586.52980.400.002050          0 0 0          0 0 0 14  8  6       13  5  9      464426807260713049    29.0   27.0
 11  878.573620 4.627E-27 2.940E-01.06150.298 3387.40060.62-.009660          0 1 0          0 1 0 11  8  4       10  5  5      534426807294713152    23.0   21.0
 11  879.738659 8.743E-27 1.867E-03.05010.250 2248.06450.560.008340          0 0 0          0 0 0 13  8  6       13  3 11      434426807260713049    27.0   27.0
 11  879.785318 1.614E-29 8.408E-02.02330.161 4412.31710.300.002170          0 0 0          0 0 0 20  4 16       20  1 19      434233807260713049    41.0   41.0
 11  880.010406 4.554E-29 1.649E-06.06900.315 1810.58330.66-.005030          0 1 0          0 0 0  9  2  8        9  7  3      574233807260713049    19.0   19.0
 11  880.045419 1.666E-29 6.244E-01.07370.281 4716.37930.700.009410          0 2 0          0 2 0 12  5  7       11  2 10      434233807294713152    25.0   23.0
 11  880.273767 3.798E-29 2.504E-03.06300.333 3306.29550.620.000500          0 2 0          0 1 0  7  4  4        8  7  1      534233807294713152    15.0   17.0
 11  880.564538 5.708E-30 6.428E-08.06860.333 1590.69070.620.000000          0 0 0          0 0 0 10  9  1        8  7  1     q5422308079917122 0    21.0   17.0
 11  880.564990 1.713E-29 6.430E-08.06860.333 1590.69010.620.000000          0 0 0          0 0 0 10  9  2        8  7  2     q5422308079917122 0    63.0   51.0
 11  880.734246 1.880E-29 2.883E-01.05620.235 4774.04390.64-.004670          0 1 0          0 1 0 13 11  2       14  6  9      434233807294713152    81.0   87.0
 11  880.840188 3.905E-28 3.019E-02.07090.298 3387.40060.67-.011590          0 2 0          0 1 0  9  2  8       10  5  5      434223807294713152    19.0   21.0
 11  881.082493 1.880E-24 3.614E-04.07560.301  709.60820.690.003030          0 0 0          0 0 0  8  7  1        7  2  6      765820307267 13049    17.0   15.0
 11  881.130216 2.830E-29 4.295E-07.07300.315 1631.24550.67-.004840          0 1 0          0 0 0  9  1  9        9  6  4      574233807260713049    19.0   19.0
 11  881.481091 1.169E-29 1.010E-06.06740.298 2254.28380.69-.004070          0 1 0          0 0 0 11  1 10       10  8  3      574233807260713049    69.0   63.0
 11  881.720062 4.818E-29 8.402E-02.02210.161 4412.31710.280.004720          0 0 0          0 0 0 20  5 16       20  2 19      434233807260713049   123.0  123.0
 11  881.746862 6.431E-30 2.352E-07.08180.333 1789.04290.740.000750          0 1 0          0 0 0  8  3  5        8  8  0      572230807260713049    17.0   17.0
 11  881.802420 9.155E-28 2.618E-02.02670.183 3319.44860.350.002580          0 0 0          0 0 0 18  3 15       18  0 18      434223807260713049    37.0   37.0
 11  882.099181 1.156E-28 2.551E-03.06750.333 3306.29510.660.003530          0 2 0          0 1 0  7  4  3        8  7  2      534233807294713152    45.0   51.0
 11  882.129682 1.349E-27 2.287E-01.04280.265 3587.66670.41-.000540          0 2 0          0 1 0 11  1 11       12  2 10      534223807294713152    23.0   25.0
 11  882.409365 2.743E-27 2.618E-02.02700.183 3319.44850.360.003780          0 0 0          0 0 0 18  4 15       18  1 18      434426807260713049   111.0  111.0
 11  882.710979 1.402E-26 2.937E-01.05290.298 3383.26540.54-.005370          0 1 0          0 1 0 11  8  3       10  5  6      564426307294713152    69.0   63.0
